ID,Title,Relevancy
217,Metformin versus SGLT-2 inhibitors: how low can we go?.,2
218,"A review of phenformin, metformin, and imeglimin.",2
219,Monotherapy with Metformin versus Sulfonylureas and Risk of Cancer in Type 2 Diabetic Patients: A Systematic Review and Meta-Analysis.,2
220,Treatment intensification strategies after initial metformin therapy in adult patients with type-2 diabetes: results of the DPV and DIVE registries.,2
221,Efficacy and safety of once-weekly semaglutide 1.0mg vs once-daily liraglutide 1.2mg as add-on to 1-3 oral antidiabetic drugs in subjects with type 2 diabetes (SUSTAIN 10).,2
222,Add-on therapy in metformin-treated patients with type 2 diabetes at moderate cardiovascular risk: a nationwide study.,2
223,Olfactory Dysfunction Mediates Adiposity in Cognitive Impairment of Type 2 Diabetes: Insights From Clinical and Functional Neuroimaging Studies.,2
224,"Metformin in women with type 2 diabetes in pregnancy (MiTy): a multicentre, international, randomised, placebo-controlled trial.",2
225,Neuro-Protective Role of Metformin in Patients with Acute Stroke and Type 2 Diabetes Mellitus via AMPK/Mammalian Target of Rapamycin (mTOR) Signaling Pathway and Oxidative Stress.,2
226,Prevalence of comorbidities in Multiple Sclerosis and impact on physical disability according to disease phenotypes.,2
227,"A randomized, open-label, multicentre, parallel-controlled study comparing the efficacy and safety of biphasic insulin aspart 30 plus metformin with biphasic insulin aspart 30 monotherapy for type 2 diabetes patients inadequately controlled with oral antidiabetic drugs: The merit study.",2
228,Tirzepatide versus Semaglutide Once Weekly in Patients with Type 2 Diabetes.,0
229,Cost-utility analysis of second-line anti-diabetic therapy in patients with type 2 diabetes mellitus inadequately controlled on metformin.,2
230,A PK/PD study comparing twice-daily to once-daily dosing regimens of ertugliflozin in healthy subjects.,2
231,Relationships are between metformin use and survival in pancreatic cancer patients concurrent with diabetes: A systematic review and meta-analysis.,2
232,"Semaglutide Added to Basal Insulin in Type 2 Diabetes (SUSTAIN 5): A Randomized, Controlled Trial.",2
233,Efficacy and safety of ertugliflozin in patients with type 2 diabetes mellitus and established cardiovascular disease using insulin: A VERTIS CV substudy.,2
234,Hypoglycemic and hypolipidemic activities of crude seeds of Centratherum anthelminticum in healthy volunteers and type 2 diabetic patients.,2
235,Adipokines as a therapeutic target by metformin to improve metabolic function: A systematic review of randomized controlled trials.,2
236,"Epidemiologic Surveillance of Glycemic Response to a Scored, Breakable, Extended Release, Fixed Dose Combination of Gliclazide and Metformin in Persons with Type 2 Diabetes.",2
237,Efficacy and Safety of Basal Insulin-Based Treatment Versus Twice-Daily Premixed Insulin After Short-Term Intensive Insulin Therapy in Patients with Type 2 Diabetes Mellitus in China: Study Protocol for a Randomized Controlled Trial (BEYOND V).,2
238,Efficacy and Safety of the Glucagon Receptor Antagonist RVT-1502 in Type 2 Diabetes Uncontrolled on Metformin Monotherapy: A 12-Week Dose-Ranging Study.,2
239,Efficacy of once-daily glucagon-like peptide-1 receptor agonist lixisenatide as an add-on treatment to basal insulin in Asian and white adults with type 2 diabetes mellitus: An individual-level pooled analysis of phase III studies.,2
240,New treatment approaches for Alzheimer's disease: preclinical studies and clinical trials centered on antidiabetic drugs.,1
241,Reduction in HbA1c with SGLT2 inhibitors vs. DPP-4 inhibitors as add-ons to metformin monotherapy according to baseline HbA1c: A systematic review of randomized controlled trials.,2
242,Metformin for diabetes prevention: insights gained from the Diabetes Prevention Program/Diabetes Prevention Program Outcomes Study.,2
243,Comparison Of Efficacy And Safety Profile Of Empagliflozin As A Combination Therapy In Obese Type 2 Diabetic Patients.,2
244,"Abrogation of postprandial triglyceridemia with dual PPAR alpha/gamma agonist in type 2 diabetes mellitus: a randomized, placebo-controlled study.",2
245,Cost-effectiveness of interventions to control cardiovascular diseases and diabetes mellitus in South Asia: a systematic review.,2
246,Pharmacokinetics of metformin in patients with chronic kidney disease stage 4 and metformin-naive type 2 diabetes.,2
247,"Postprandial renal haemodynamic effects of the dipeptidyl peptidase-4 inhibitor linagliptin versus the sulphonylurea glimepiride in adults with type 2 diabetes (RENALIS): A predefined substudy of a randomized, double-blind trial.",2
248,Glycaemic benefit of iGlarLixi in insulin-naive type 2 diabetes patients with high HbA1c or those with inadequate glycaemic control on two oral antihyperglycaemic drugs in the LixiLan-O randomized trial.,2
249,GLP-1 receptor agonists for cardiovascular outcomes with and without metformin. A systematic review and meta-analysis of cardiovascular outcomes trials.,2
250,Weight loss in patients with type 2 diabetes receiving once-weekly dulaglutide plus insulin lispro or insulin glargine plus insulin lispro: A post-hoc analysis of the AWARD-4 study across baseline body mass index subgroups.,2
251,Metformin and Breast Cancer: Where Are We Now?.,2
252,Repurposing metformin for the prevention of cancer and cancer recurrence.,2
253,The different hypoglycemic effects between East Asian and non-Asian type 2 diabetes patients when treated with SGLT-2 inhibitors as an add-on treatment for metformin: a systematic review and meta-analysis of randomized controlled trials.,2
254,Interventions to Mitigate Risk of Cardiovascular Disease After Adverse Pregnancy Outcomes: A Review.,2
255,"Vitamin D supplementation improves SIRT1, Irisin, and glucose indices in overweight or obese type 2 diabetic patients: a double-blind randomized placebo-controlled clinical trial.",2
256,"Thymoquinone with Metformin Decreases Fasting, Post Prandial Glucose, and HbA1c in Type 2 Diabetic Patients.",2
257,"Effects of metformin, rosiglitazone and insulin on bone metabolism in patients with type 2 diabetes.",2
258,Comparisons between dipeptidyl peptidase-4 inhibitors and other classes of hypoglycemic drugs using two distinct biomarkers of pancreatic beta-cell function: A meta-analysis.,2
259,Comparative efficacy of glucose-lowering medications on body weight and blood pressure in patients with type 2 diabetes: A systematic review and network meta-analysis.,2
260,Metformin add-on continuous subcutaneous insulin infusion on precise insulin doses in patients with type 2 diabetes.,2
261,Antidiabetic Treatment in Patients at High Risk for a Subsequent Keratinocyte Carcinoma.,2
262,Comparison of a twice daily injection of insulin aspart 50 with insulin aspart 30 in patients with poorly controlled type 2 diabetes.,2
263,Withdrawal of medications leads to worsening of OGTT parameters in youth with impaired glucose tolerance or recently-diagnosed type 2 diabetes.,2
264,Title: Differentiating the effects of whey protein and guar gum preloads on postprandial glycemia in type 2 diabetes.,2
265,GLP-1 receptor agonists in the treatment of type 2 diabetes: role and clinical experience to date.,2
266,Metformin: time to review its role and safety in chronic kidney disease.,2
267,Pleiotropic effects of hypoglycemic agents: implications in asthma and COPD.,2
268,Comparative effectiveness of metformin monotherapy in extended release and immediate release formulations for the treatment of type 2 diabetes in treatment-naive Chinese patients: Analysis of results from the CONSENT trial.,2
269,Metformin Use and Clinical Outcomes Among Patients With Diabetes Mellitus With or Without Heart Failure or Kidney Dysfunction: Observations From the SAVOR-TIMI 53 Trial.,2
270,Metformin prescription status and abdominal aortic aneurysm disease progression in the U.S. veteran population.,2
271,Metformin Use is Associated with Improved Survival for Patients with Advanced Prostate Cancer on Androgen Deprivation Therapy.,2
272,Barriers to participation in industry-sponsored clinical trials in pediatric type 2 diabetes.,2
273,"Rationality, Efficacy, Tolerability of Empagliflozin Plus Linagliptin Combination for the Management of Type 2 Diabetes Mellitus: A Systematic Review of Randomized Controlled Trials and Observational Studies.",2
274,Metabolic measures 12 months after a randomised controlled trial of treatment of clozapine associated obesity and diabetes with exenatide (CODEX).,2
275,"Glycaemic control with add-on thiazolidinedione or a sodium-glucose co-transporter-2 inhibitor in patients with type 2 diabetes after the failure of an oral triple antidiabetic regimen: A 24-week, randomized controlled trial.",2
276,Antidiabetic Drugs and Prostate Cancer Prognosis in a Finnish Population-Based Cohort.,2
277,Outcomes after surgery in patients with diabetes who used metformin: a retrospective cohort study based on a real-world database.,2
278,Effects of Pregnancy on the Pharmacokinetics of Metformin.,2
279,Role of Impaired Nutrient and Oxygen Deprivation Signaling and Deficient Autophagic Flux in Diabetic CKD Development: Implications for Understanding the Effects of Sodium-Glucose Cotransporter 2-Inhibitors.,2
280,"Efficacy of UB0316, a multi-strain probiotic formulation in patients with type 2 diabetes mellitus: A double blind, randomized, placebo controlled study.",2
281,"Structural Alteration of Gut Microbiota during the Amelioration of Human Type 2 Diabetes with Hyperlipidemia by Metformin and a Traditional Chinese Herbal Formula: a Multicenter, Randomized, Open Label Clinical Trial.",2
282,An Efficacy and Safety Study of Remogliflozin in Obese Indian Type 2 Diabetes Mellitus Patients Who Were Inadequately Controlled on Insulin Glargine Plus other Oral Hypoglycemic Agents.,2
283,"No Acute Effects of Exogenous Glucose-Dependent Insulinotropic Polypeptide on Energy Intake, Appetite, or Energy Expenditure When Added to Treatment With a Long-Acting Glucagon-Like Peptide 1 Receptor Agonist in Men With Type 2 Diabetes.",1
284,Oral Semaglutide: The First-available Noninjectable Glucagon-like Peptide 1 Receptor Agonist.,2
285,Metformin use in prediabetes: is earlier intervention better?.,2
286,A year in type 2 diabetes mellitus: 2018 review based on the Endorama lecture.,2
287,Self-Monitoring of Blood Glucose in Youth-Onset Type 2 Diabetes: Results From the TODAY Study.,2
288,Baseline Predictors of Glycemic Worsening in Youth and Adults With Impaired Glucose Tolerance or Recently Diagnosed Type 2 Diabetes in the Restoring Insulin Secretion (RISE) Study.,2
289,EVALUATION OF INSULIN GLARGINE AND EXENATIDE ALONE AND IN COMBINATION: A RANDOMIZED CLINICAL TRIAL WITH CONTINUOUS GLUCOSE MONITORING AND AMBULATORY GLUCOSE PROFILE ANALYSIS.,2
290,"Dorzagliatin monotherapy in Chinese patients with type 2 diabetes: a dose-ranging, randomised, double-blind, placebo-controlled, phase 2 study.",2
291,"The impact of GDF-15, a biomarker for metformin, on the risk of coronary artery disease, breast and colorectal cancer, and type 2 diabetes and metabolic traits: a Mendelian randomisation study.",2
292,High intensity interval training protects the heart during increased metabolic demand in patients with type 2 diabetes: a randomised controlled trial.,2
293,Long-Term Glycaemic Durability of Early Combination Therapy Strategy versus Metformin Monotherapy in Korean Patients with Newly Diagnosed Type 2 Diabetes Mellitus.,2
294,[Reappraisal of metformin : less restrictions and more potential indications].,2
295,"Effectiveness and acceptability of metformin in preventing the onset of type 2 diabetes after gestational diabetes in postnatal women: a protocol for a randomised, placebo-controlled, double-blind feasibility trial-Optimising health outcomes with Metformin to prevent diAbetes After pregnancy (OMAhA).",0
296,Leucine and Sildenafil Combination Therapy Reduces Body Weight and Metformin Enhances the Effect at Low Dose: A Randomized Controlled Trial.,2
297,Metformin monotherapy for adults with type 2 diabetes mellitus.,2
298,Effectiveness of vildagliptin as add-on to metformin monotherapy among uncontrolled type 2 diabetes mellitus patients in a real-world setting.,2
299,Not All Type-2-Diabetes Patients Increase Body Mass Index After Initiating Insulin: Results of Latent Class Analysis from the DPV Registry.,2
300,Comparison of insulin glargine 300 U/mL and insulin degludec using flash glucose monitoring: A randomized cross-over study.,2
301,Maintenance of glycaemic control with liraglutide versus oral antidiabetic drugs as add-on therapies in patients with type 2 diabetes uncontrolled with metformin alone: A randomized clinical trial in primary care (LIRA-PRIME).,2
302,Thromboxane-Dependent Platelet Activation in Obese Subjects with Prediabetes or Early Type 2 Diabetes: Effects of Liraglutide- or Lifestyle Changes-Induced Weight Loss.,2
303,Rationale for the Early Use of Sodium-Glucose Cotransporter-2 Inhibitors in Patients with Type 2 Diabetes.,2
304,Efficacy and safety of replacing sitagliptin with canagliflozin in real-world patients with type 2 diabetes uncontrolled with sitagliptin combined with metformin and/or gliclazide: The SITA-CANA Switch Study.,2
305,"The Effectiveness of Traditional Chinese Medicine Jinlida Granules on Glycemic Variability in Newly Diagnosed Type 2 Diabetes: A Double-Blinded, Randomized Trial.",2
306,Glycemic Control and Insulin Treatment Alter Fracture Risk in Older Men With Type 2 Diabetes Mellitus.,2
307,"Efficacy of once-weekly tirzepatide versus once-daily insulin degludec on glycaemic control measured by continuous glucose monitoring in adults with type 2 diabetes (SURPASS-3 CGM): a substudy of the randomised, open-label, parallel-group, phase 3 SURPASS-3 trial.",2
308,Efficacy and safety of sitagliptin added to treatment of patients with type 2 diabetes inadequately controlled with premixed insulin.,2
309,Comparison of Clinical Efficacy and Safety of Metformin Sustained-Release Tablet (II) (Dulening) and Metformin Tablet (Glucophage) in Treatment of Type 2 Diabetes Mellitus.,2
310,A pre-specified statistical analysis plan for the VERIFY study: Vildagliptin efficacy in combination with metformin for early treatment of T2DM.,2
311,Effectiveness of Shared Decision-making for Diabetes Prevention: 12-Month Results from the Prediabetes Informed Decision and Education (PRIDE) Trial.,2
312,"Once-weekly tirzepatide versus once-daily insulin degludec as add-on to metformin with or without SGLT2 inhibitors in patients with type 2 diabetes (SURPASS-3): a randomised, open-label, parallel-group, phase 3 trial.",2
313,Liraglutide or insulin glargine treatments improves hepatic fat in obese patients with type 2 diabetes and nonalcoholic fatty liver disease in twenty-six weeks: A randomized placebo-controlled trial.,2
314,Dose Comparison And Side Effect Profile Of Metformin Extended Release Versus Metformin Immediate Release.,2
315,Once-weekly dulaglutide versus insulin glargine in the early control of fasting serum glucose and HbA1c.,2
316,Preoperative Continuation Versus Interruption of Oral Hypoglycemics in Type 2 Diabetic Patients Undergoing Ambulatory Surgery: A Randomized Controlled Trial.,2
317,Association between combined treatment with SGLT2 inhibitors and metformin for type 2 diabetes mellitus on fracture risk: a meta-analysis of randomized controlled trials.,2
318,Comparison of the Efficacy and Safety of Insulin Detemir Administered Once Daily According to Two Titration Algorithms (3-0-3 and 2-4-6-8) in Patients with Type 2 Diabetes Mellitus.,2
319,"Metformin is associated with lower hospitalizations, mortality and severe coronavirus infection among elderly medicare minority patients in 8 states in USA.",2
320,Efficacy of metformin on glycemic control and weight in drug-naive type 2 diabetes mellitus patients: A systematic review and meta-analysis of placebo-controlled randomized trials.,2
321,Long-term effects on glycaemic control and beta-cell preservation of early intensive treatment in patients with newly diagnosed type 2 diabetes: A multicentre randomized trial.,2
322,"Infertility, Gravidity, and Risk Of Diabetes among High-Risk Women in the Diabetes Prevention Program Outcomes Study.",2
323,"Effects of linagliptin on endothelial function and postprandial lipids in coronary artery disease patients with early diabetes: a randomized, placebo-controlled, double-blind trial.",1
324,Efficacy and safety of the addition of ertugliflozin in patients with type 2 diabetes mellitus inadequately controlled with metformin and sitagliptin: The VERTIS SITA2 placebo-controlled randomized study.,2
325,The antidiabetic drug metformin blunts NETosis in vitro and reduces circulating NETosis biomarkers in vivo.,2
326,Association between metformin use on admission and outcomes in intensive care unit patients with acute kidney injury and type 2 diabetes: A retrospective cohort study.,2
327,Should metformin still be the first-line of treatment in type 2 diabetes mellitus? A comprehensive review and suggested algorithm.,2
328,"Effects of Metformin on Left Ventricular Size and Function in Hypertensive Patients with Type 2 Diabetes Mellitus: Results of a Randomized, Controlled, Multicenter, Phase IV Trial.",2
329,The bile acid-sequestering resin sevelamer eliminates the acute GLP-1 stimulatory effect of endogenously released bile acids in patients with type 2 diabetes.,2
330,"Effects of metformin, insulin on COVID-19 patients with pre-existed type 2 diabetes: A multicentral retrospective study.",2
331,Association of Metformin Use With Risk of Lactic Acidosis Across the Range of Kidney Function: A Community-Based Cohort Study.,2
332,Effect of metformin on the mortality of colorectal cancer patients with T2DM: meta-analysis of sex differences.,2
333,Careful use to minimize adverse events of oral antidiabetic medications in the elderly.,2
334,"Empagliflozin versus dapagliflozin in patients with type 2 diabetes inadequately controlled with metformin, glimepiride and dipeptidyl peptide 4 inhibitors: A 52-week prospective observational study.",2
335,Factors Associated with Type 2 Diabetes Mellitus Treatment Choice Across Four European Countries.,2
336,Glucagon-Like Peptide-1 Receptor Agonists for Non-Alcoholic Fatty Liver Disease in Type 2 Diabetes: A Meta-Analysis.,2
337,"Effects of DAPAgliflozin on CARDiac substrate uptake, myocardial efficiency, and myocardial contractile work in type 2 diabetes patients-a description of the DAPACARD study.",2
338,Gender-differential effects on blood glucose levels between acarbose and metformin in Chinese patients with newly diagnosed type 2 diabetes: a sub-analysis of the MARCH trial.,2
339,Impact of Metformin on Statin Persistence: a Post Hoc Analysis of a Large Randomized Controlled Trial.,2
340,Metformin Use and Risk of All-Cause Mortality and Cardiovascular Events in Patients With Chronic Kidney Disease-A Systematic Review and Meta-Analysis.,2
341,Mealtime fast-acting insulin aspart versus insulin aspart for controlling postprandial hyperglycaemia in people with insulin-resistant Type 2 diabetes.,2
342,"The effect of luseogliflozin on bone microarchitecture in older patients with type 2 diabetes: study protocol for a randomized controlled pilot trial using second-generation, high-resolution, peripheral quantitative computed tomography (HR-pQCT).",2
343,"Characteristics of Turkish children with Type 2 diabetes at onset: a multicentre, cross-sectional study.",2
344,SITAgliptin for Depressive Symptoms in Type 2 Diabetes: A Feasibility Randomized Controlled Trial.,2
345,"Efficacy and safety of dapagliflozin plus saxagliptin versus insulin glargine over 52 weeks as add-on to metformin with or without sulphonylurea in patients with type 2 diabetes: A randomized, parallel-design, open-label, Phase 3 trial.",2
346,Impact of pharmacological interventions on insulin resistance in women with polycystic ovary syndrome: A systematic review and meta-analysis of randomized controlled trials.,2
347,Retrospective survival analysis in patients with metastatic pancreatic ductal adenocarcinoma with insulin-treated type 2 diabetes mellitus.,2
348,A clinical update on metformin and lung cancer in diabetic patients.,2
349,Effect of metformin on microvascular outcomes in patients with type 2 diabetes: A systematic review and meta-analysis.,2
350,Cost-effectiveness of intensification with sodium-glucose co-transporter-2 inhibitors in patients with type 2 diabetes on metformin and sitagliptin vs direct intensification with insulin in the United Kingdom.,2
351,"The Impact of Physical Activity on the Prevention of Type 2 Diabetes: Evidence and Lessons Learned From the Diabetes Prevention Program, a Long-Standing Clinical Trial Incorporating Subjective and Objective Activity Measures.",2
352,The Effect of Proton Pump Inhibitors on Glycemic Control in Patients with Type 2 Diabetes.,2
353,Effect of surgical versus medical therapy on estimated cardiovascular event risk among adolescents with type 2 diabetes and severe obesity.,2
354,Factors associated with the glucose-lowering efficacy of sitagliptin in Japanese patients with type 2 diabetes mellitus: Pooled analysis of Japanese clinical trials.,2
355,Risk of Skin Cancer Associated with Metformin Use: A Meta-Analysis of Randomized Controlled Trials and Observational Studies.,2
356,Diabetes medications and cardiovascular disease: at long last progress.,2
357,Increased fractalkine and vascular dysfunction in obesity and in type 2 diabetes. Effects of oral antidiabetic treatment.,2
358,Luseogliflozin improves liver fat deposition compared to metformin in type 2 diabetes patients with non-alcoholic fatty liver disease: A prospective randomized controlled pilot study.,2
359,"Effects of sitagliptin on gastric emptying of, and the glycaemic and blood pressure responses to, a carbohydrate meal in type 2 diabetes.",2
360,A Pharmacological and Clinical Overview of Oral Semaglutide for the Treatment of Type 2 Diabetes.,2
361,Impact of Gastric Banding Versus Metformin on beta-Cell Function in Adults With Impaired Glucose Tolerance or Mild Type 2 Diabetes.,2
362,Characteristics of repaglinide and its mechanism of action on insulin secretion in patients with newly diagnosed type-2 diabetes mellitus.,2
363,Hepatic exposure of metformin in patients with non-alcoholic fatty liver disease.,2
364,Cost-effectiveness of DPP-4 inhibitor and SGLT2 inhibitor combination therapy for type 2 diabetes.,3
365,Dipeptidyl peptidase-4 (DPP-IV) inhibitor was associated with mortality reduction in COVID-19 - A systematic review and meta-analysis.,2
366,Concurrent Nivolumab and Metformin in Diabetic Cancer Patients: Is It Safe and More Active?.,2
367,Effects of liraglutide vs. lifestyle changes on soluble suppression of tumorigenesis-2 (sST2) and galectin-3 in obese subjects with prediabetes or type 2 diabetes after comparable weight loss.,2
368,Second-line Glucose-Lowering Therapy in Type 2 Diabetes Mellitus.,2
369,General practice (GP) level analysis shows that patients' own perceptions of support within primary care as reported in the GP patient survey (GPPS) are as important as medication and services in improving glycaemic control.,2
370,Sodium-Glucose Co-Transporter 2 Inhibitors Compared with Sulfonylureas in Patients with Type 2 Diabetes Inadequately Controlled on Metformin: A Meta-Analysis of Randomized Controlled Trials.,2
371,Trends in glycemic control in patients with insulin therapy compared with non-insulin or no drugs in type 2 diabetes in Japan: a long-term view of real-world treatment between 2002 and 2018 (JDDM 66).,2
372,"Effect of once-weekly semaglutide on the counterregulatory response to hypoglycaemia in people with type 2 diabetes: A randomized, placebo-controlled, double-blind, crossover trial.",2
373,An evaluation of the efficacy and safety of Tofogliflozin for the treatment of type II diabetes.,2
374,"Efficacy and safety of generic exenatide injection in Chinese patients with type 2 diabetes: a multicenter, randomized, controlled, non-inferiority trial.",2
375,Liraglutide in combination with metformin may improve the atherogenic lipid profile and decrease C-reactive protein level in statin treated obese patients with coronary artery disease and newly diagnosed type 2 diabetes: A randomized trial.,2
376,Validity of the Good Practice Guidelines: The example of type 2 diabetes.,2
377,Comparison of Safety and Efficacy of Glimepiride-Metformin and Vildagliptin- Metformin Treatment in Newly Diagnosed Type 2 Diabetic Patients.,2
378,"Efficacy and safety of dual add-on therapy with dapagliflozin plus saxagliptin versus glimepiride in patients with poorly controlled type 2 diabetes on a stable dose of metformin: Results from a 52-week, randomized, active-controlled trial.",2
379,Sitagliptin vs. pioglitazone as add-on treatments in patients with uncontrolled type 2 diabetes on the maximal dose of metformin plus sulfonylurea.,2
380,Changing Fields-Diabetes Medications Invading the Cardiovascular Space.,2
381,Novel antidiabetic drugs and risk of cardiovascular events in patients without baseline metformin use: a meta-analysis.,1
382,Efficacy and safety of three-times-daily versus twice-daily biphasic insulin aspart 30 in patients with type 2 diabetes mellitus inadequately controlled with basal insulin combined with oral antidiabetic drugs.,2
383,"Consumption of Beverages Containing Low-Calorie Sweeteners, Diet, and Cardiometabolic Health in Youth With Type 2 Diabetes.",2
384,Relationship between Diabetes and Diabetes Medications and Risk of Different Molecular Subtypes of Breast Cancer.,2
385,Efficacy and safety of saxagliptin compared with acarbose in Chinese patients with type 2 diabetes mellitus uncontrolled on metformin monotherapy: Results of a Phase IV open-label randomized controlled study (the SMART study).,2
386,Efficacy of different antidiabetic drugs based on metformin in the treatment of type 2 diabetes mellitus: A network meta-analysis involving eight eligible randomized-controlled trials.,2
387,Association between metformin use and disease progression in obese people with knee osteoarthritis: data from the Osteoarthritis Initiative-a prospective cohort study.,2
388,Gastrin analogue administration adds no significant glycaemic benefit to a glucagon-like peptide-1 receptor agonist acutely or after washout of both analogues.,2
389,Efficacy and safety of sitagliptin added to metformin and insulin compared with voglibose in patients with newly diagnosed type 2 diabetes.,2
390,Effects of insulin analogs as an add-on to metformin on cutaneous microcirculation in type 2 diabetic patients.,2
391,Clinical and radiographic variables related to implants with simultaneous grafts among type 2 diabetic patients treated with different hypoglycemic medications: a retrospective study.,2
392,Effect of Roux-en-Y gastric bypass surgery on diabetes remission and complications in individuals with type 2 diabetes: a Danish population-based matched cohort study.,2
393,Metabolite Profiles of Incident Diabetes and Heterogeneity of Treatment Effect in the Diabetes Prevention Program.,2
394,Preserved pharmacokinetics and pharmacodynamics of insulin degludec and liraglutide when administered as insulin degludec/liraglutide in a Chinese population.,2
395,Thiazolidinediones and Risk of Atrial Fibrillation Among Patients with Diabetes and Coronary Disease.,2
396,Metformin extended-release versus metformin immediate-release for adults with type 2 diabetes mellitus: A systematic review and meta-analysis of randomized controlled trials.,2
397,Metformin Use Is Associated With Longer Progression-Free Survival of Patients With Diabetes and Pancreatic Neuroendocrine Tumors Receiving Everolimus and/or Somatostatin Analogues.,2
398,[Cardiovascular safety of DPP-4 inhibitors compared to that of sulfonylureas].,1
399,Effect of Novartis Access on availability and price of non-communicable disease medicines in Kenya: a cluster-randomised controlled trial.,2
400,Impact of baseline characteristics on glycemic effects of add-on saxagliptin or acarbose to metformin therapy: Subgroup analysis of the SMART study in Chinese patients with type 2 diabetes mellitus.,2
401,Long-term effects of lifestyle and metformin interventions in DPP on bone density.,2
402,Insulin Sensitivity and Renal Hemodynamic Function in Metformin-Treated Adults With Type 2 Diabetes and Preserved Renal Function.,2
403,Effect of Dapagliflozin on Urine Metabolome in Patients with Type 2 Diabetes.,2
404,Two-Year Treatment With Metformin During Puberty Does Not Preserve beta-Cell Function in Youth With Obesity.,2
405,Retrospective Analysis of the Efficacy of Dapagliflozin in Patients with Type 2 Diabetes in a Primary Clinic in Korea.,2
406,"Efficacy of dapagliflozin versus sitagliptin on cardiometabolic risk factors in Japanese patients with type 2 diabetes: a prospective, randomized study (DIVERSITY-CVR).",2
407,"Tirzepatide versus insulin glargine in type 2 diabetes and increased cardiovascular risk (SURPASS-4): a randomised, open-label, parallel-group, multicentre, phase 3 trial.",2
408,Sodium-glucose Cotransporter 2 Inhibitors: Glucose Lowering Against other Hypoglycemic Agents.,2
409,"Effects of 6 weeks of treatment with dapagliflozin, a sodium-glucose co-transporter-2 inhibitor, on myocardial function and metabolism in patients with type 2 diabetes: A randomized, placebo-controlled, exploratory study.",2
410,DUAL II China: Superior HbA1c reductions and weight loss with insulin degludec/liraglutide (IDegLira) versus insulin degludec in a randomized trial of Chinese people with type 2 diabetes inadequately controlled on basal insulin.,2
411,Repurposing metformin for the treatment of gastrointestinal cancer.,2
412,Eff ectiveness of Teneligliptin as an Add-on in T2DM Patients not Controlled on Metformin and Glimepiride.,2
413,"Acarbose Add-on Therapy in Patients with Type 2 Diabetes Mellitus with Metformin and Sitagliptin Failure: A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study.",2
414,Time course and dose effect of metformin on weight in patients with different disease states.,2
415,Efficacy and Safety of the Novel Dipeptidyl Peptidase-4 Inhibitor Gemigliptin in the Management of Type 2 Diabetes: A Meta-Analysis.,2
416,Dual GIP and GLP-1 Receptor Agonist Tirzepatide Improves Beta-cell Function and Insulin Sensitivity in Type 2 Diabetes.,2
417,Studying the Effects of Nonindicated Medications on Cancer: Etiologic versus Action-Focused Analysis of Epidemiologic Data.,2
418,Predicting post one-year durability of glucose-lowering monotherapies in patients with newly-diagnosed type 2 diabetes mellitus - A MASTERMIND precision medicine approach (UKPDS 87).,2
419,Impact of intensive lifestyle intervention on gut microbiota composition in type 2 diabetes: a post-hoc analysis of a randomized clinical trial.,2
420,Do sodium-glucose cotransporter-2 inhibitors affect renal hemodynamics by different mechanisms in type 1 and type 2 diabetes?.,2
421,Glucagon Levels During Short-Term SGLT2 Inhibition Are Largely Regulated by Glucose Changes in Patients With Type 2 Diabetes.,0
422,Tracking the Sugar Rush: Incorporating Continuous Glucose Monitoring Into Multisite Early Clinical Research With Type 2 Diabetes Subjects.,2
423,Efficacy of metformin on postprandial plasma triglyceride concentration by administration timing in patients with type 2 diabetes mellitus: A randomized cross-over pilot study.,2
424,Clinical and genetic predictors of diabetes drug's response.,2
425,Effect of metformin on 18F-fluorodeoxyglucose uptake and positron emission tomographic imaging.,2
426,Long-term efficacy and safety of ertugliflozin in patients with type 2 diabetes mellitus inadequately controlled with metformin monotherapy: 104-week VERTIS MET trial.,1
427,Effect of Surgical Versus Medical Therapy on Diabetic Kidney Disease Over 5 Years in Severely Obese Adolescents With Type 2 Diabetes.,2
428,"Hypoglycaemia as a function of HbA1c in type 2 diabetes: Insulin glargine 300 U/mL in a patient-level pooled analysis of EDITION 1, 2 and 3.",2
429,Effects of 18-months metformin versus placebo in combination with three insulin regimens on RNA and DNA oxidation in individuals with type 2 diabetes: A post-hoc analysis of a randomized clinical trial.,2
430,Alogliptin in Patients with Type 2 Diabetes Receiving Metformin and Sulfonylurea Therapies in the EXAMINE Trial.,2
431,"Effects of liraglutide, metformin and gliclazide on body composition in patients with both type 2 diabetes and non-alcoholic fatty liver disease: A randomized trial.",2
432,Metformin Biodistribution: A Key to Mechanisms of Action?.,2
433,"Gut microbiota varies by opioid use, circulating leptin and oxytocin in African American men with diabetes and high burden of chronic disease.",2
434,Glucagon-like peptide-1 receptor agonists or sodium-glucose cotransporter-2 inhibitors as add-on therapy for patients with type 2 diabetes? A systematic review and meta-analysis of surrogate metabolic endpoints.,2
435,"Policaptil Gel Retard in adult subjects with the metabolic syndrome: Efficacy, safety, and tolerability compared to metformin.",2
436,Type 2 Diabetes in Latino Youth: A Clinical Update and Current Challenges.,2
437,"Rationale, design, and methods for the Medical Optimization and Management of Pregnancies with Overt Type 2 Diabetes (MOMPOD) study.",2
438,"A randomized, double-blind trial evaluating the efficacy and safety of monotherapy with the once-weekly dipeptidyl peptidase-4 inhibitor omarigliptin in people with type 2 diabetes.",2
